0;1.2
0;1.2
0;1.2
0;1.2
0;1.2
0;1.15
0;1.15
0;1.15
0;1.15
0;1.15
0;1.1
0;1.1
0;1.1
0;1.1
0;1.1
0;1.05
0;1.05
0;1.05
0;1.05
0;1.05
0;1.0
0;1.0
0;1.0
0;1.0
0;1.0
0;0.95
0;0.95
0;0.95
0;0.95
1.05;0
1.05;0
1.05;0
1.05;0
1.05;0
1.05;0
1.05;0
1.05;0
1.05;0
0;1.0
0;1.0
0;1.0
0;1.0
0;1.0
0;0.95
0;0.95
0;0.95
0;0.95
0;0.95
0;0.9
0;0.9
0;1.0
0;1.0
0;1.0
0;1.0
0;1.0
0;1.0
0;1.0
0;1.0
0;1.0
0;1.0
0;1.0
0;1.0
0;1.0
0;1.0
0;1.0
0;1.0
0;1.0
1.0;0
1.0;0
1.0;0
1.0;0
1.0;0
1.0;0
1.0;0
1.0;0
1.0;0
1.0;0
1.0;0
1.0;0
1.0;0
1.0;0
1.0;0
1.0;0
1.0;0
1.0;0
1.0;0
1.0;0
1.0;0
1.0;0
1.0;0
1.0;0
1.0;0
1.0;0
1.0;0
1.0;0
1.0;0
1.0;0
1.0;0
1.0;0
1.0;0
1.0;0
1.0;0
1.0;0
1.0;0
1.0;0
1.0;0
1.0;0
0;1.15
0;1.15
0;1.15
0;1.15
0;1.15
0;1.15
0;1.1
0;1.1
0;1.1
0;1.1
0;1.1
0;1.05
0.95;0
0.95;0
0.95;0
1.0;0
1.0;0
1.0;0
1.0;0
0;1.0
1.0;0
1.0;0
1.0;0
0.9;0
0;1.1
1.0;0
0;1.0
0;1.0
0;1.0
0;1.0
0;1.0
0;1.0
0;0.95
0;1.0
0;0.95
1.05;0
1.0;0
0;1.0
0;1.0
0;1.0
1.0;0
0;0.95
0;0.95
0;0.9
0;0.9
0;0.9
1.1;0
0;0.9
0;0.9
0;0.9
1.15;0
1.15;0
1.15;0
1.15;0
1.15;0
1.1;0
1.1;0
1.1;0
1.1;0
1.1;0
1.05;0
1.05;0
1.05;0
1.05;0
1.05;0
1.0;0
1.0;0
1.0;0
1.0;0
1.0;0
0.95;0
0.95;0
0.95;0
0.95;0
0.95;0
0.9;0
0.9;0
0.9;0
0.9;0
0.9;0
0.85;0
0.85;0
0.85;0
0.85;0
0.85;0
0.8;0
0.8;0
0.8;0
0.8;0
0.8;0
0.8;0
0.8;0
0.8;0
0.8;0
0.8;0
0;1.2
0;1.2
0;1.2
0;1.2
0.8;0
0.8;0
0.8;0
0;1.2
0;1.2
0;1.2
0;1.2
0;1.15
0;1.15
0;1.15
0;1.15
0;1.15
0;1.1
0;1.1
0;1.1
0;1.1
0;1.1
0;1.05
0;1.05
0;1.05
0;1.05
0;1.05
0;1.0
0;1.0
0;1.0
0;1.0
0;1.0
0;0.95
0;0.95
0;0.95
0;0.95
0;0.95
0;0.9
0;0.9
0;0.9
1.0;0
1.0;0
0;1.0
1.1;0
1.1;0
1.1;0
1.1;0
1.1;0
1.1;0
1.1;0
1.0;0
0;1.0
1.0;0
1.0;0
1.0;0
1.0;0
1.0;0
0.95;0
0.95;0
0.95;0
0.95;0
0.95;0
0.9;0
0.9;0
0.9;0
0.9;0
0.9;0
0.85;0
0;1.15
0;1.15
0;1.15
0;1.15
0;1.15
0;1.15
0;1.1
0;1.1
0;1.1
0;1.1
0;1.1
0;1.05
0;1.05
0.95;0
0.95;0
0;1.05
0;1.05
0.95;0
0.95;0
0.95;0
0.95;0
0.95;0
0.95;0
0.95;0
0.9;0
0.9;0
0.9;0
0.9;0
0.9;0
0.85;0
0.85;0
0.85;0
0.85;0
0.85;0
0.8;0
0.8;0
0.8;0
0.8;0
0;1.0
0;1.0
0;1.0
0;1.0
0;1.0
0;1.0
0;1.0
0;1.0
0;1.0
0;1.0
0;1.0
0;1.0
0;1.0
0;1.0
1.0;0
1.0;0
1.0;0
1.0;0
0;1.0
0;1.0
0;1.0
0;1.0
0;1.0
0;1.0
1.0;0
1.0;0
1.0;0
1.0;0
1.0;0
1.0;0
1.0;0
1.0;0
1.0;0
1.0;0
1.0;0
1.0;0
1.0;0
1.0;0
1.0;0
1.0;0
0;1.1
0;1.1
0;1.1
0;1.1
0;1.1
0;1.05
0;1.05
0;1.05
0;1.05
0;1.05
0;1.0
0;1.0
0;1.0
0;1.0
0;1.0
0;0.95
0;0.95
0;1.0
0;1.0
0;1.0
0;0.95
0;0.95
0;0.95
0;0.9
0;0.9
0;0.9
0;0.85
0;0.85
0;0.85
0;0.8
0;0.8
0;0.8
0;0.8
1.2;0
1.2;0
1.2;0
1.2;0
1.15;0
1.15;0
1.15;0
1.1;0
1.1;0
1.1;0
1.05;0
1.05;0
1.05;0
1.0;0
1.0;0
1.0;0
0.95;0
0.95;0
0.95;0
0.9;0
0.9;0
0.9;0
0.85;0
0.85;0
0.85;0
0.8;0
0.8;0
0.8;0
0;1.2
0;1.2
0;1.2
0;1.0
0;1.0
0;1.0
0;0.95
0;0.95
0;0.95
0;0.9
0;0.9
0;0.9
0;0.85
0;0.85
0;0.85
0;0.8
0;0.8
0;0.8
0;0.8
0;0.8
0;0.8
1.2;0
1.2;0
1.2;0
1.15;0
1.15;0
1.15;0
1.1;0
1.1;0
1.1;0
1.05;0
1.05;0
1.05;0
1.0;0
1.0;0
1.0;0
0.95;0
0.95;0
0.95;0
0.9;0
0.9;0
0.9;0
0.85;0
0.85;0
0.85;0
0;1.2
0;1.2
0;1.2
0.85;0
0.85;0
0.85;0
0.8;0
0.8;0
0.8;0
0.8;0
0;1.2
0;1.2
0;1.2
0;1.2
0;1.15
0;1.15
0;1.15
0;1.1
0;1.1
0;1.1
0;1.05
0;1.05
0;1.05
0;1.0
0;1.0
0;1.0
0;0.95
0;0.95
0;0.95
0;0.95
0;0.95
0;0.9
0;0.9
0;0.9
0;0.9
0;0.9
0;0.85
0;0.85
0;0.85
0;0.85
0;0.85
0;0.8
1.2;0
0;1.0
0;1.0
0;1.0
0;1.0
0;1.0
0;0.95
0;0.95
0;0.95
0;0.95
0;0.95
1.1;0
1.1;0
1.1;0
1.1;0
1.1;0
1.05;0
1.05;0
1.05;0
1.05;0
1.05;0
0;1.0
0;1.0
0;1.0
0;1.0
0;1.0
1.05;0
1.05;0
1.05;0
1.05;0
1.05;0
1.0;0
1.0;0
1.0;0
1.0;0
0;1.0
0;1.0
0;1.0
0;1.0
0;1.0
0;1.0
0;1.0
0;1.0
0;1.0
0;0.95
0;0.95
0;0.95
0;0.95
0;0.95
0;0.9
0;0.9
0;0.9
0;1.0
0;1.0
0;1.0
0;1.0
0;1.0
0;1.0
0;1.0
0;1.0
1.0;0
1.0;0
1.0;0
1.0;0
1.0;0
1.0;0
1.0;0
1.0;0
1.0;0
1.0;0
1.0;0
1.0;0
1.0;0
1.0;0
1.0;0
1.0;0
1.0;0
1.0;0
